V1	V2	V3	V4	V5	V6
H2_Rhizo_32_scaffold_5424_1	H2_Rhizo_32_scaffold_5424_1	MER	17	501	+
H2_Rhizo_32_scaffold_6150_1	H2_Rhizo_32_scaffold_6150_1	MER	6	453	+
H2_Rhizo_32_scaffold_615_3	H2_Rhizo_32_scaffold_615_3	MER	1	393	+
H2_Rhizo_32_scaffold_6159_2	H2_Rhizo_32_scaffold_6159_2	MER	39	194	+
H2_Rhizo_32_scaffold_6580_1	H2_Rhizo_32_scaffold_6580_1	MER	2	225	+
H2_Rhizo_32_scaffold_6857_1	H2_Rhizo_32_scaffold_6857_1	MER	1	512	+
H2_Rhizo_32_scaffold_6930_1	H2_Rhizo_32_scaffold_6930_1	MER	1	513	+
H2_Rhizo_32_scaffold_7152_1	H2_Rhizo_32_scaffold_7152_1	MER	16	542	+
H2_Rhizo_32_scaffold_7388_1	H2_Rhizo_32_scaffold_7388_1	MER	30	503	+
H2_Rhizo_32_scaffold_7423_1	H2_Rhizo_32_scaffold_7423_1	MER	1	564	+
H2_Rhizo_32_scaffold_7693_1	H2_Rhizo_32_scaffold_7693_1	MER	1	520	+
H2_Rhizo_32_scaffold_7798_1	H2_Rhizo_32_scaffold_7798_1	MER	1	420	+
H2_Rhizo_32_scaffold_7821_2	H2_Rhizo_32_scaffold_7821_2	MER	1	404	+
H2_Rhizo_32_scaffold_8169_1	H2_Rhizo_32_scaffold_8169_1	MER	1	551	+
H2_Rhizo_32_scaffold_829_2	H2_Rhizo_32_scaffold_829_2	MER	1	640	+
H2_Rhizo_32_scaffold_8348_2	H2_Rhizo_32_scaffold_8348_2	MER	1	370	+
H2_Rhizo_32_scaffold_8789_1	H2_Rhizo_32_scaffold_8789_1	MER	42	526	+
H2_Rhizo_32_scaffold_9033_1	H2_Rhizo_32_scaffold_9033_1	MER	1	397	+
H2_Rhizo_32_scaffold_9110_3	H2_Rhizo_32_scaffold_9110_3	MER	1	225	+
H2_Rhizo_32_scaffold_9295_1	H2_Rhizo_32_scaffold_9295_1	MER	1	406	+
H2_Rhizo_32_scaffold_9366_2	H2_Rhizo_32_scaffold_9366_2	MER	8	320	+
H2_Rhizo_32_scaffold_969_4	H2_Rhizo_32_scaffold_969_4	MER	1	321	+
H2_Rhizo_32_scaffold_9801_1	H2_Rhizo_32_scaffold_9801_1	MER	1	293	+
H2_Rhizo_33_scaffold_10012_1	H2_Rhizo_33_scaffold_10012_1	MER	1	150	+
H2_Rhizo_33_scaffold_10223_1	H2_Rhizo_33_scaffold_10223_1	MER	1	394	+
H2_Rhizo_33_scaffold_10345_1	H2_Rhizo_33_scaffold_10345_1	MER	1	515	+
H2_Rhizo_33_scaffold_10463_1	H2_Rhizo_33_scaffold_10463_1	MER	1	503	+
H2_Rhizo_33_scaffold_1087_1	H2_Rhizo_33_scaffold_1087_1	MER	1	986	+
H2_Rhizo_33_scaffold_11259_1	H2_Rhizo_33_scaffold_11259_1	MER	3	225	+
H2_Rhizo_33_scaffold_11610_2	H2_Rhizo_33_scaffold_11610_2	MER	80	447	+
H2_Rhizo_33_scaffold_11619_1	H2_Rhizo_33_scaffold_11619_1	MER	1	479	+
H2_Rhizo_33_scaffold_12037_1	H2_Rhizo_33_scaffold_12037_1	MER	1	439	+
H2_Rhizo_33_scaffold_12118_1	H2_Rhizo_33_scaffold_12118_1	MER	3	489	+
H2_Rhizo_33_scaffold_12169_1	H2_Rhizo_33_scaffold_12169_1	MER	17	483	+
H2_Rhizo_33_scaffold_12179_1	H2_Rhizo_33_scaffold_12179_1	MER	14	444	+
H2_Rhizo_33_scaffold_13166_1	H2_Rhizo_33_scaffold_13166_1	MER	1	475	+
H2_Rhizo_33_scaffold_13185_1	H2_Rhizo_33_scaffold_13185_1	MER	2	475	+
H2_Rhizo_33_scaffold_13239_1	H2_Rhizo_33_scaffold_13239_1	MER	1	470	+
H2_Rhizo_33_scaffold_13400_1	H2_Rhizo_33_scaffold_13400_1	MER	79	463	+
H2_Rhizo_33_scaffold_13555_1	H2_Rhizo_33_scaffold_13555_1	MER	2	424	+
H2_Rhizo_33_scaffold_13689_1	H2_Rhizo_33_scaffold_13689_1	MER	1	334	+
H2_Rhizo_33_scaffold_1370_1	H2_Rhizo_33_scaffold_1370_1	MER	28	465	+
H2_Rhizo_33_scaffold_13732_1	H2_Rhizo_33_scaffold_13732_1	MER	3	330	+
H2_Rhizo_33_scaffold_13813_1	H2_Rhizo_33_scaffold_13813_1	MER	45	458	+
H2_Rhizo_33_scaffold_13974_1	H2_Rhizo_33_scaffold_13974_1	MER	4	466	+
H2_Rhizo_33_scaffold_14367_1	H2_Rhizo_33_scaffold_14367_1	MER	1	208	+
H2_Rhizo_33_scaffold_14519_1	H2_Rhizo_33_scaffold_14519_1	MER	1	440	+
H2_Rhizo_33_scaffold_14685_1	H2_Rhizo_33_scaffold_14685_1	MER	1	450	+
H2_Rhizo_33_scaffold_15427_1	H2_Rhizo_33_scaffold_15427_1	MER	1	450	+
H2_Rhizo_33_scaffold_15856_1	H2_Rhizo_33_scaffold_15856_1	MER	5	229	+
H2_Rhizo_33_scaffold_15888_1	H2_Rhizo_33_scaffold_15888_1	MER	58	397	+
H2_Rhizo_33_scaffold_16006_1	H2_Rhizo_33_scaffold_16006_1	MER	3	444	+
H2_Rhizo_33_scaffold_16055_1	H2_Rhizo_33_scaffold_16055_1	MER	14	381	+
H2_Rhizo_33_scaffold_16111_2	H2_Rhizo_33_scaffold_16111_2	MER	26	187	+
H2_Rhizo_33_scaffold_17070_1	H2_Rhizo_33_scaffold_17070_1	MER	1	344	+
H2_Rhizo_33_scaffold_17488_1	H2_Rhizo_33_scaffold_17488_1	MER	1	214	+
H2_Rhizo_33_scaffold_17765_2	H2_Rhizo_33_scaffold_17765_2	MER	1	283	+
H2_Rhizo_33_scaffold_18366_1	H2_Rhizo_33_scaffold_18366_1	MER	1	216	+
H2_Rhizo_33_scaffold_18405_1	H2_Rhizo_33_scaffold_18405_1	MER	42	423	+
H2_Rhizo_33_scaffold_18531_1	H2_Rhizo_33_scaffold_18531_1	MER	1	311	+
H2_Rhizo_33_scaffold_19411_2	H2_Rhizo_33_scaffold_19411_2	MER	4	295	+
H2_Rhizo_33_scaffold_19576_1	H2_Rhizo_33_scaffold_19576_1	MER	55	346	+
H2_Rhizo_33_scaffold_19608_1	H2_Rhizo_33_scaffold_19608_1	MER	2	410	+
H2_Rhizo_33_scaffold_1994_1	H2_Rhizo_33_scaffold_1994_1	MER	1	773	+
H2_Rhizo_33_scaffold_2009_1	H2_Rhizo_33_scaffold_2009_1	MER	1	898	+
H2_Rhizo_33_scaffold_20491_1	H2_Rhizo_33_scaffold_20491_1	MER	4	250	+
H2_Rhizo_33_scaffold_20499_1	H2_Rhizo_33_scaffold_20499_1	MER	1	343	+
H2_Rhizo_33_scaffold_20592_1	H2_Rhizo_33_scaffold_20592_1	MER	1	313	+
H2_Rhizo_33_scaffold_21134_2	H2_Rhizo_33_scaffold_21134_2	MER	1	182	+
H2_Rhizo_33_scaffold_21640_1	H2_Rhizo_33_scaffold_21640_1	MER	1	168	+
H2_Rhizo_33_scaffold_21820_1	H2_Rhizo_33_scaffold_21820_1	MER	17	384	+
H2_Rhizo_33_scaffold_22106_1	H2_Rhizo_33_scaffold_22106_1	MER	15	139	+
H2_Rhizo_33_scaffold_22182_1	H2_Rhizo_33_scaffold_22182_1	MER	1	354	+
H2_Rhizo_33_scaffold_22659_3	H2_Rhizo_33_scaffold_22659_3	MER	1	329	+
H2_Rhizo_33_scaffold_22732_1	H2_Rhizo_33_scaffold_22732_1	MER	1	378	+
H2_Rhizo_33_scaffold_23060_1	H2_Rhizo_33_scaffold_23060_1	MER	2	389	+
H2_Rhizo_33_scaffold_23157_2	H2_Rhizo_33_scaffold_23157_2	MER	18	280	+
H2_Rhizo_33_scaffold_23297_1	H2_Rhizo_33_scaffold_23297_1	MER	7	345	+
H2_Rhizo_33_scaffold_23499_1	H2_Rhizo_33_scaffold_23499_1	MER	1	310	+
H2_Rhizo_33_scaffold_23807_1	H2_Rhizo_33_scaffold_23807_1	MER	8	352	+
H2_Rhizo_33_scaffold_24159_1	H2_Rhizo_33_scaffold_24159_1	MER	1	381	+
H2_Rhizo_33_scaffold_24418_2	H2_Rhizo_33_scaffold_24418_2	MER	6	258	+
H2_Rhizo_33_scaffold_2516_1	H2_Rhizo_33_scaffold_2516_1	MER	1	278	+
H2_Rhizo_33_scaffold_25619_2	H2_Rhizo_33_scaffold_25619_2	MER	1	281	+
H2_Rhizo_33_scaffold_25698_1	H2_Rhizo_33_scaffold_25698_1	MER	28	372	+
H2_Rhizo_33_scaffold_260_5	H2_Rhizo_33_scaffold_260_5	MER	1	507	+
H2_Rhizo_33_scaffold_26050_2	H2_Rhizo_33_scaffold_26050_2	MER	12	254	+
H2_Rhizo_33_scaffold_26668_1	H2_Rhizo_33_scaffold_26668_1	MER	1	186	+
H2_Rhizo_33_scaffold_26682_1	H2_Rhizo_33_scaffold_26682_1	MER	1	287	+
H2_Rhizo_33_scaffold_26808_1	H2_Rhizo_33_scaffold_26808_1	MER	1	336	+
H2_Rhizo_33_scaffold_27040_1	H2_Rhizo_33_scaffold_27040_1	MER	8	354	+
H2_Rhizo_33_scaffold_27242_1	H2_Rhizo_33_scaffold_27242_1	MER	49	346	+
H2_Rhizo_33_scaffold_27322_1	H2_Rhizo_33_scaffold_27322_1	MER	1	294	+
H2_Rhizo_33_scaffold_27564_2	H2_Rhizo_33_scaffold_27564_2	MER	22	272	+
H2_Rhizo_33_scaffold_27609_1	H2_Rhizo_33_scaffold_27609_1	MER	7	363	+
H2_Rhizo_33_scaffold_27641_1	H2_Rhizo_33_scaffold_27641_1	MER	101	349	+
H2_Rhizo_33_scaffold_27769_1	H2_Rhizo_33_scaffold_27769_1	MER	1	360	+
H2_Rhizo_33_scaffold_28150_1	H2_Rhizo_33_scaffold_28150_1	MER	1	346	+
H2_Rhizo_33_scaffold_28345_1	H2_Rhizo_33_scaffold_28345_1	MER	1	86	+
H2_Rhizo_33_scaffold_29140_1	H2_Rhizo_33_scaffold_29140_1	MER	1	349	+
H2_Rhizo_33_scaffold_29321_1	H2_Rhizo_33_scaffold_29321_1	MER	1	356	+
H2_Rhizo_33_scaffold_29384_1	H2_Rhizo_33_scaffold_29384_1	MER	5	331	+
H2_Rhizo_33_scaffold_29666_1	H2_Rhizo_33_scaffold_29666_1	MER	1	344	+
H2_Rhizo_33_scaffold_29909_1	H2_Rhizo_33_scaffold_29909_1	MER	17	282	+
H2_Rhizo_33_scaffold_29918_1	H2_Rhizo_33_scaffold_29918_1	MER	5	277	+
H2_Rhizo_33_scaffold_29938_2	H2_Rhizo_33_scaffold_29938_2	MER	1	285	+
H2_Rhizo_33_scaffold_30035_1	H2_Rhizo_33_scaffold_30035_1	MER	1	136	+
H2_Rhizo_33_scaffold_30154_1	H2_Rhizo_33_scaffold_30154_1	MER	1	352	+
H2_Rhizo_33_scaffold_3028_1	H2_Rhizo_33_scaffold_3028_1	MER	4	743	+
H2_Rhizo_33_scaffold_30411_1	H2_Rhizo_33_scaffold_30411_1	MER	1	271	+
H2_Rhizo_33_scaffold_30441_1	H2_Rhizo_33_scaffold_30441_1	MER	2	278	+
H2_Rhizo_33_scaffold_30467_1	H2_Rhizo_33_scaffold_30467_1	MER	10	228	+
H2_Rhizo_33_scaffold_30498_1	H2_Rhizo_33_scaffold_30498_1	MER	1	335	+
H2_Rhizo_33_scaffold_30604_2	H2_Rhizo_33_scaffold_30604_2	MER	1	241	+
H2_Rhizo_33_scaffold_30753_1	H2_Rhizo_33_scaffold_30753_1	MER	2	350	+
H2_Rhizo_33_scaffold_31038_1	H2_Rhizo_33_scaffold_31038_1	MER	1	294	+
H2_Rhizo_33_scaffold_31402_1	H2_Rhizo_33_scaffold_31402_1	MER	1	273	+
H2_Rhizo_33_scaffold_3148_1	H2_Rhizo_33_scaffold_3148_1	MER	1	737	+
H2_Rhizo_33_scaffold_31907_1	H2_Rhizo_33_scaffold_31907_1	MER	4	284	+
H2_Rhizo_33_scaffold_32621_2	H2_Rhizo_33_scaffold_32621_2	MER	1	260	+
H2_Rhizo_33_scaffold_32642_2	H2_Rhizo_33_scaffold_32642_2	MER	1	146	+
H2_Rhizo_33_scaffold_33126_1	H2_Rhizo_33_scaffold_33126_1	MER	38	318	+
H2_Rhizo_33_scaffold_33258_1	H2_Rhizo_33_scaffold_33258_1	MER	6	339	+
H2_Rhizo_33_scaffold_33517_1	H2_Rhizo_33_scaffold_33517_1	MER	1	335	+
H2_Rhizo_33_scaffold_33652_2	H2_Rhizo_33_scaffold_33652_2	MER	1	164	+
H2_Rhizo_33_scaffold_33712_1	H2_Rhizo_33_scaffold_33712_1	MER	23	337	+
H2_Rhizo_33_scaffold_34495_2	H2_Rhizo_33_scaffold_34495_2	MER	17	201	+
H2_Rhizo_33_scaffold_34579_1	H2_Rhizo_33_scaffold_34579_1	MER	2	212	+
H2_Rhizo_33_scaffold_3537_3	H2_Rhizo_33_scaffold_3537_3	MER	1	225	+
H2_Rhizo_33_scaffold_3539_1	H2_Rhizo_33_scaffold_3539_1	MER	1	689	+
H2_Rhizo_33_scaffold_3606_1	H2_Rhizo_33_scaffold_3606_1	MER	13	681	+
H2_Rhizo_33_scaffold_3901_2	H2_Rhizo_33_scaffold_3901_2	MER	1	327	+
H2_Rhizo_33_scaffold_41980_2	H2_Rhizo_33_scaffold_41980_2	MER	1	256	+
H2_Rhizo_33_scaffold_4431_2	H2_Rhizo_33_scaffold_4431_2	MER	1	598	+
H2_Rhizo_33_scaffold_4735_1	H2_Rhizo_33_scaffold_4735_1	MER	3	618	+
H2_Rhizo_33_scaffold_4890_1	H2_Rhizo_33_scaffold_4890_1	MER	11	604	+
H2_Rhizo_33_scaffold_5300_2	H2_Rhizo_33_scaffold_5300_2	MER	1	220	+
H2_Rhizo_33_scaffold_5300_3	H2_Rhizo_33_scaffold_5300_3	MER	36	281	+
H2_Rhizo_33_scaffold_6109_1	H2_Rhizo_33_scaffold_6109_1	MER	38	534	+
H2_Rhizo_33_scaffold_6135_1	H2_Rhizo_33_scaffold_6135_1	MER	1	498	+
H2_Rhizo_33_scaffold_6454_1	H2_Rhizo_33_scaffold_6454_1	MER	1	586	+
H2_Rhizo_33_scaffold_6620_1	H2_Rhizo_33_scaffold_6620_1	MER	1	511	+
H2_Rhizo_33_scaffold_685_3	H2_Rhizo_33_scaffold_685_3	MER	1	306	+
H2_Rhizo_33_scaffold_7082_1	H2_Rhizo_33_scaffold_7082_1	MER	178	497	+
H2_Rhizo_33_scaffold_7300_1	H2_Rhizo_33_scaffold_7300_1	MER	10	172	+
H2_Rhizo_33_scaffold_7302_2	H2_Rhizo_33_scaffold_7302_2	MER	1	392	+
H2_Rhizo_33_scaffold_7420_1	H2_Rhizo_33_scaffold_7420_1	MER	10	101	+
H2_Rhizo_33_scaffold_7556_1	H2_Rhizo_33_scaffold_7556_1	MER	1	533	+
H2_Rhizo_33_scaffold_7583_3	H2_Rhizo_33_scaffold_7583_3	MER	2	227	+
H2_Rhizo_33_scaffold_7798_1	H2_Rhizo_33_scaffold_7798_1	MER	3	572	+
H2_Rhizo_33_scaffold_8029_1	H2_Rhizo_33_scaffold_8029_1	MER	1	121	+
H2_Rhizo_33_scaffold_8082_2	H2_Rhizo_33_scaffold_8082_2	MER	4	502	+
H2_Rhizo_33_scaffold_8246_1	H2_Rhizo_33_scaffold_8246_1	MER	1	492	+
H2_Rhizo_33_scaffold_8710_2	H2_Rhizo_33_scaffold_8710_2	MER	38	535	+
H2_Rhizo_33_scaffold_8751_2	H2_Rhizo_33_scaffold_8751_2	MER	1	430	+
H2_Rhizo_33_scaffold_8802_1	H2_Rhizo_33_scaffold_8802_1	MER	1	441	+
H2_Rhizo_33_scaffold_925_1	H2_Rhizo_33_scaffold_925_1	MER	1	992	+
H2_Rhizo_33_scaffold_9263_2	H2_Rhizo_33_scaffold_9263_2	MER	2	279	+
H2_Rhizo_33_scaffold_9319_2	H2_Rhizo_33_scaffold_9319_2	MER	1	310	+
H2_Rhizo_33_scaffold_9336_1	H2_Rhizo_33_scaffold_9336_1	MER	21	530	+
H2_Rhizo_33_scaffold_9585_1	H2_Rhizo_33_scaffold_9585_1	MER	40	517	+
H2_Rhizo_33_scaffold_9626_1	H2_Rhizo_33_scaffold_9626_1	MER	5	528	+
H2_Rhizo_Litter_49_scaffold_10027_3	H2_Rhizo_Litter_49_scaffold_10027_3	MER	15	293	+
H2_Rhizo_Litter_49_scaffold_10062_1	H2_Rhizo_Litter_49_scaffold_10062_1	MER	1	312	+
H2_Rhizo_Litter_49_scaffold_10382_2	H2_Rhizo_Litter_49_scaffold_10382_2	MER	1	260	+
H2_Rhizo_Litter_49_scaffold_10456_1	H2_Rhizo_Litter_49_scaffold_10456_1	MER	1	200	+
H2_Rhizo_Litter_49_scaffold_10512_1	H2_Rhizo_Litter_49_scaffold_10512_1	MER	32	695	+
H2_Rhizo_Litter_49_scaffold_10528_2	H2_Rhizo_Litter_49_scaffold_10528_2	MER	8	480	+
H2_Rhizo_Litter_49_scaffold_1053_1	H2_Rhizo_Litter_49_scaffold_1053_1	MER	1	489	+
H2_Rhizo_Litter_49_scaffold_10658_1	H2_Rhizo_Litter_49_scaffold_10658_1	MER	8	684	+
H2_Rhizo_Litter_49_scaffold_10725_1	H2_Rhizo_Litter_49_scaffold_10725_1	MER	1	486	+
H2_Rhizo_Litter_49_scaffold_10831_1	H2_Rhizo_Litter_49_scaffold_10831_1	MER	1	625	+
H2_Rhizo_Litter_49_scaffold_11190_1	H2_Rhizo_Litter_49_scaffold_11190_1	MER	15	293	+
H2_Rhizo_Litter_49_scaffold_11411_2	H2_Rhizo_Litter_49_scaffold_11411_2	MER	1	327	+
H2_Rhizo_Litter_49_scaffold_114_7	H2_Rhizo_Litter_49_scaffold_114_7	MER	1	596	+
H2_Rhizo_Litter_49_scaffold_11490_1	H2_Rhizo_Litter_49_scaffold_11490_1	MER	4	535	+
H2_Rhizo_Litter_49_scaffold_11582_3	H2_Rhizo_Litter_49_scaffold_11582_3	MER	14	284	+
H2_Rhizo_Litter_49_scaffold_11720_1	H2_Rhizo_Litter_49_scaffold_11720_1	MER	1	631	+
H2_Rhizo_Litter_49_scaffold_11827_1	H2_Rhizo_Litter_49_scaffold_11827_1	MER	1	644	+
H2_Rhizo_Litter_49_scaffold_11834_2	H2_Rhizo_Litter_49_scaffold_11834_2	MER	1	336	+
H2_Rhizo_Litter_49_scaffold_11930_1	H2_Rhizo_Litter_49_scaffold_11930_1	MER	1	491	+
H2_Rhizo_Litter_49_scaffold_11985_2	H2_Rhizo_Litter_49_scaffold_11985_2	MER	11	370	+
H2_Rhizo_Litter_49_scaffold_12007_1	H2_Rhizo_Litter_49_scaffold_12007_1	MER	1	644	+
H2_Rhizo_Litter_49_scaffold_12027_1	H2_Rhizo_Litter_49_scaffold_12027_1	MER	2	603	+
H2_Rhizo_Litter_49_scaffold_12060_1	H2_Rhizo_Litter_49_scaffold_12060_1	MER	197	543	+
H2_Rhizo_Litter_49_scaffold_12084_2	H2_Rhizo_Litter_49_scaffold_12084_2	MER	1	382	+
H2_Rhizo_Litter_49_scaffold_12114_1	H2_Rhizo_Litter_49_scaffold_12114_1	MER	3	459	+
H2_Rhizo_Litter_49_scaffold_12131_3	H2_Rhizo_Litter_49_scaffold_12131_3	MER	5	257	+
H2_Rhizo_Litter_49_scaffold_12925_1	H2_Rhizo_Litter_49_scaffold_12925_1	MER	2	621	+
H2_Rhizo_Litter_49_scaffold_13051_2	H2_Rhizo_Litter_49_scaffold_13051_2	MER	2	598	+
H2_Rhizo_Litter_49_scaffold_131_11	H2_Rhizo_Litter_49_scaffold_131_11	MER	1	210	+
H2_Rhizo_Litter_49_scaffold_13124_3	H2_Rhizo_Litter_49_scaffold_13124_3	MER	1	140	+
H2_Rhizo_Litter_49_scaffold_131521_1	H2_Rhizo_Litter_49_scaffold_131521_1	MER	1	259	+
H2_Rhizo_Litter_49_scaffold_13283_2	H2_Rhizo_Litter_49_scaffold_13283_2	MER	12	203	+
H2_Rhizo_Litter_49_scaffold_13341_3	H2_Rhizo_Litter_49_scaffold_13341_3	MER	2	337	+
H2_Rhizo_Litter_49_scaffold_13406_1	H2_Rhizo_Litter_49_scaffold_13406_1	MER	7	648	+
H2_Rhizo_Litter_49_scaffold_13548_1	H2_Rhizo_Litter_49_scaffold_13548_1	MER	24	641	+
H2_Rhizo_Litter_49_scaffold_14071_1	H2_Rhizo_Litter_49_scaffold_14071_1	MER	40	221	+
H2_Rhizo_Litter_49_scaffold_14181_2	H2_Rhizo_Litter_49_scaffold_14181_2	MER	20	547	+
H2_Rhizo_Litter_49_scaffold_14199_1	H2_Rhizo_Litter_49_scaffold_14199_1	MER	47	642	+
H2_Rhizo_Litter_49_scaffold_14260_1	H2_Rhizo_Litter_49_scaffold_14260_1	MER	40	538	+
H2_Rhizo_Litter_49_scaffold_14340_1	H2_Rhizo_Litter_49_scaffold_14340_1	MER	1	542	+
H2_Rhizo_Litter_49_scaffold_14395_1	H2_Rhizo_Litter_49_scaffold_14395_1	MER	1	447	+
H2_Rhizo_Litter_49_scaffold_14418_1	H2_Rhizo_Litter_49_scaffold_14418_1	MER	1	523	+
H2_Rhizo_Litter_49_scaffold_14463_1	H2_Rhizo_Litter_49_scaffold_14463_1	MER	3	588	+
H2_Rhizo_Litter_49_scaffold_14551_1	H2_Rhizo_Litter_49_scaffold_14551_1	MER	17	102	+
H2_Rhizo_Litter_49_scaffold_14600_1	H2_Rhizo_Litter_49_scaffold_14600_1	MER	23	628	+
H2_Rhizo_Litter_49_scaffold_14712_4	H2_Rhizo_Litter_49_scaffold_14712_4	MER	1	173	+
H2_Rhizo_Litter_49_scaffold_14849_3	H2_Rhizo_Litter_49_scaffold_14849_3	MER	1	229	+
H2_Rhizo_Litter_49_scaffold_14863_1	H2_Rhizo_Litter_49_scaffold_14863_1	MER	1	547	+
H2_Rhizo_Litter_49_scaffold_15088_1	H2_Rhizo_Litter_49_scaffold_15088_1	MER	1	589	+
H2_Rhizo_Litter_49_scaffold_1510_4	H2_Rhizo_Litter_49_scaffold_1510_4	MER	1	341	+
H2_Rhizo_Litter_49_scaffold_1517_1	H2_Rhizo_Litter_49_scaffold_1517_1	MER	1	398	+
H2_Rhizo_Litter_49_scaffold_1527_3	H2_Rhizo_Litter_49_scaffold_1527_3	MER	2	622	+
H2_Rhizo_Litter_49_scaffold_1540_6	H2_Rhizo_Litter_49_scaffold_1540_6	MER	35	329	+
H2_Rhizo_Litter_49_scaffold_15427_2	H2_Rhizo_Litter_49_scaffold_15427_2	MER	1	510	+
H2_Rhizo_Litter_49_scaffold_15493_1	H2_Rhizo_Litter_49_scaffold_15493_1	MER	1	594	+
H2_Rhizo_Litter_49_scaffold_15529_3	H2_Rhizo_Litter_49_scaffold_15529_3	MER	4	257	+
H2_Rhizo_Litter_49_scaffold_15595_2	H2_Rhizo_Litter_49_scaffold_15595_2	MER	7	270	+
H2_Rhizo_Litter_49_scaffold_15758_1	H2_Rhizo_Litter_49_scaffold_15758_1	MER	1	441	+
H2_Rhizo_Litter_49_scaffold_15812_3	H2_Rhizo_Litter_49_scaffold_15812_3	MER	1	191	+
H2_Rhizo_Litter_49_scaffold_158485_2	H2_Rhizo_Litter_49_scaffold_158485_2	MER	1	173	+
H2_Rhizo_Litter_49_scaffold_15855_2	H2_Rhizo_Litter_49_scaffold_15855_2	MER	9	266	+
H2_Rhizo_Litter_49_scaffold_16042_1	H2_Rhizo_Litter_49_scaffold_16042_1	MER	1	603	+
H2_Rhizo_Litter_49_scaffold_16295_1	H2_Rhizo_Litter_49_scaffold_16295_1	MER	17	544	+
H2_Rhizo_Litter_49_scaffold_16528_3	H2_Rhizo_Litter_49_scaffold_16528_3	MER	42	178	+
H2_Rhizo_Litter_49_scaffold_16544_2	H2_Rhizo_Litter_49_scaffold_16544_2	MER	1	524	+
H2_Rhizo_Litter_49_scaffold_16739_1	H2_Rhizo_Litter_49_scaffold_16739_1	MER	1	309	+
H2_Rhizo_Litter_49_scaffold_16877_1	H2_Rhizo_Litter_49_scaffold_16877_1	MER	20	548	+
H2_Rhizo_Litter_49_scaffold_16922_1	H2_Rhizo_Litter_49_scaffold_16922_1	MER	1	539	+
H2_Rhizo_Litter_49_scaffold_17219_1	H2_Rhizo_Litter_49_scaffold_17219_1	MER	1	340	+
H2_Rhizo_Litter_49_scaffold_17379_1	H2_Rhizo_Litter_49_scaffold_17379_1	MER	1	533	+
H2_Rhizo_Litter_49_scaffold_17784_1	H2_Rhizo_Litter_49_scaffold_17784_1	MER	1	522	+
H2_Rhizo_Litter_49_scaffold_18098_1	H2_Rhizo_Litter_49_scaffold_18098_1	MER	12	219	+
H2_Rhizo_Litter_49_scaffold_18224_2	H2_Rhizo_Litter_49_scaffold_18224_2	MER	12	321	+
H2_Rhizo_Litter_49_scaffold_18380_1	H2_Rhizo_Litter_49_scaffold_18380_1	MER	7	542	+
H2_Rhizo_Litter_49_scaffold_18627_1	H2_Rhizo_Litter_49_scaffold_18627_1	MER	1	514	+
H2_Rhizo_Litter_49_scaffold_18787_1	H2_Rhizo_Litter_49_scaffold_18787_1	MER	1	467	+
H2_Rhizo_Litter_49_scaffold_18787_2	H2_Rhizo_Litter_49_scaffold_18787_2	MER	1	98	+
H2_Rhizo_Litter_49_scaffold_18822_1	H2_Rhizo_Litter_49_scaffold_18822_1	MER	1	573	+
H2_Rhizo_Litter_49_scaffold_19163_1	H2_Rhizo_Litter_49_scaffold_19163_1	MER	1	516	+
H2_Rhizo_Litter_49_scaffold_19168_1	H2_Rhizo_Litter_49_scaffold_19168_1	MER	1	571	+
H2_Rhizo_Litter_49_scaffold_19525_1	H2_Rhizo_Litter_49_scaffold_19525_1	MER	4	515	+
H2_Rhizo_Litter_49_scaffold_19549_4	H2_Rhizo_Litter_49_scaffold_19549_4	MER	1	206	+
H2_Rhizo_Litter_49_scaffold_19684_2	H2_Rhizo_Litter_49_scaffold_19684_2	MER	1	283	+
H2_Rhizo_Litter_49_scaffold_19783_2	H2_Rhizo_Litter_49_scaffold_19783_2	MER	52	249	+
H2_Rhizo_Litter_49_scaffold_19829_1	H2_Rhizo_Litter_49_scaffold_19829_1	MER	1	533	+
H2_Rhizo_Litter_49_scaffold_19887_1	H2_Rhizo_Litter_49_scaffold_19887_1	MER	3	435	+
H2_Rhizo_Litter_49_scaffold_19925_1	H2_Rhizo_Litter_49_scaffold_19925_1	MER	1	507	+
H2_Rhizo_Litter_49_scaffold_19981_1	H2_Rhizo_Litter_49_scaffold_19981_1	MER	1	500	+
H2_Rhizo_Litter_49_scaffold_20051_3	H2_Rhizo_Litter_49_scaffold_20051_3	MER	12	212	+
H2_Rhizo_Litter_49_scaffold_20216_1	H2_Rhizo_Litter_49_scaffold_20216_1	MER	1	564	+
H2_Rhizo_Litter_49_scaffold_2022_2	H2_Rhizo_Litter_49_scaffold_2022_2	MER	1	1016	+
H2_Rhizo_Litter_49_scaffold_20254_1	H2_Rhizo_Litter_49_scaffold_20254_1	MER	1	564	+
H2_Rhizo_Litter_49_scaffold_20260_2	H2_Rhizo_Litter_49_scaffold_20260_2	MER	15	197	+
H2_Rhizo_Litter_49_scaffold_20325_1	H2_Rhizo_Litter_49_scaffold_20325_1	MER	1	512	+
H2_Rhizo_Litter_49_scaffold_20336_1	H2_Rhizo_Litter_49_scaffold_20336_1	MER	1	563	+
H2_Rhizo_Litter_49_scaffold_20337_1	H2_Rhizo_Litter_49_scaffold_20337_1	MER	18	391	+
H2_Rhizo_Litter_49_scaffold_20499_1	H2_Rhizo_Litter_49_scaffold_20499_1	MER	11	489	+
